deltat DFB MTM-lo
5.000000000000000000e-01 1.954134699114886131e-01 1.502205241498985322e-01
2.500000000000000000e-01 5.760978534916465915e-02 4.317659076482376068e-02
1.250000000000000000e-01 2.321781363996170203e-02 1.443563199079047829e-02
6.250000000000000000e-02 6.945798384121529279e-03 3.989118413167712547e-03
3.125000000000000000e-02 1.797747137738513884e-03 1.036339069917041177e-03
