deltat DFB MTM-lo
5.000000000000000000e-01 2.071214684694003549e-01 4.834163682178086591e-02
2.500000000000000000e-01 9.900074398842446943e-02 2.163896869526461472e-02
1.250000000000000000e-01 5.090925379683317042e-02 5.811050877232607631e-03
6.250000000000000000e-02 2.833123002802254153e-02 5.556748472346146814e-03
