deltat DFB MTM-lo
5.000000000000000000e-01 3.328936129434071911e-01 6.478234254543779880e-02
2.500000000000000000e-01 8.961257494623484088e-02 1.185198525792973551e-02
1.250000000000000000e-01 3.532625068709391303e-02 2.467977896456194538e-03
