deltat DFB MTM-lo
5.000000000000000000e-01 5.535348474638072253e-02 4.787453341565027498e-02
2.500000000000000000e-01 6.960888197902070744e-03 9.373917814473768650e-03
1.250000000000000000e-01 1.126556473616893662e-03 1.052467106279753300e-03
6.250000000000000000e-02 1.449582878044591286e-04 1.314029568633537967e-04
