deltat DFB MTM-lo
5.000000000000000000e-01 6.203795917262681092e-01 5.324531370480724002e-01
2.500000000000000000e-01 3.108879301604265399e-01 3.171179084886583399e-01
1.250000000000000000e-01 1.377366105078172143e-01 1.739727865703966370e-01
6.250000000000000000e-02 5.464517011043189265e-02 8.794993980789005128e-02
3.125000000000000000e-02 2.210463100259274158e-02 4.391168172739986358e-02
